,filename,ndc9,ndc11,color,shape
149,data/dr/00093-0041-65_PART_1_OF_1_CHAL10_SF_F7297BBB.jpg,000930041,00093004165,WHITE,ROUND
150,data/dr/00093-0051-01_PART_1_OF_1_CHAL10_SB_3E281F50.jpg,000930051,00093005101,WHITE,OVAL
151,data/dr/00093-0051-01_PART_1_OF_1_CHAL10_SB_A022D026.jpg,000930051,00093005101,WHITE,OVAL
152,data/dr/00093-0051-01_PART_1_OF_1_CHAL10_SF_3E281F50.jpg,000930051,00093005101,WHITE,OVAL
153,data/dr/00093-0051-01_PART_1_OF_1_CHAL10_SF_A022D026.jpg,000930051,00093005101,WHITE,OVAL
154,data/dr/00093-0054-01_PART_1_OF_1_CHAL10_SB_7226B965.jpg,000930054,00093005401,WHITE,ROUND
155,data/dr/00093-0054-01_PART_1_OF_1_CHAL10_SF_7226B965.jpg,000930054,00093005401,WHITE,ROUND
156,data/dr/00093-0058-01_PART_1_OF_1_CHAL10_SB_00280060.jpg,000930058,00093005801,WHITE,OVAL
157,data/dr/00093-0058-01_PART_1_OF_1_CHAL10_SF_00280060.jpg,000930058,00093005801,WHITE,OVAL
158,data/dr/00093-0058-05_PART_1_OF_1_CHAL10_SB_5829AC4D.jpg,000930058,00093005805,WHITE,OVAL
159,data/dr/00093-0058-05_PART_1_OF_1_CHAL10_SF_5829AC4D.jpg,000930058,00093005805,WHITE,OVAL
160,data/dr/00093-0076-01_PART_1_OF_1_CHAL10_SB_B722DB96.jpg,000930076,00093007601,YELLOW,ROUND
161,data/dr/00093-0076-01_PART_1_OF_1_CHAL10_SF_B722DB96.jpg,000930076,00093007601,YELLOW,ROUND
162,data/dr/00093-0083-98_PART_1_OF_1_CHAL10_SB_3B299DDC.jpg,000930083,00093008398,WHITE,ROUND
163,data/dr/00093-0083-98_PART_1_OF_1_CHAL10_SF_3B299DDC.jpg,000930083,00093008398,WHITE,ROUND
164,data/dr/00093-0090-01_PART_1_OF_1_CHAL10_SB_F32979AB.jpg,000930090,00093009001,WHITE,ROUND
165,data/dr/00093-0090-01_PART_1_OF_1_CHAL10_SF_F32979AB.jpg,000930090,00093009001,WHITE,ROUND
166,data/dr/00093-0109-01_PART_1_OF_1_CHAL10_SB_40202051.jpg,000930109,00093010901,WHITE,ROUND
167,data/dr/00093-0109-01_PART_1_OF_1_CHAL10_SF_40202051.jpg,000930109,00093010901,WHITE,ROUND
168,data/dr/00093-0132-01_PART_1_OF_1_CHAL10_SB_15298A8C.jpg,000930132,00093013201,WHITE,OVAL
169,data/dr/00093-0132-01_PART_1_OF_1_CHAL10_SF_15298A8C.jpg,000930132,00093013201,WHITE,OVAL
170,data/dr/00093-0135-01_PART_1_OF_1_CHAL10_SB_39281CE0.jpg,000930135,00093013501,WHITE,OVAL
171,data/dr/00093-0135-01_PART_1_OF_1_CHAL10_SB_D32169FB.jpg,000930135,00093013501,WHITE,OVAL
172,data/dr/00093-0135-01_PART_1_OF_1_CHAL10_SF_39281CE0.jpg,000930135,00093013501,WHITE,OVAL
173,data/dr/00093-0135-01_PART_1_OF_1_CHAL10_SF_D32169FB.jpg,000930135,00093013501,WHITE,OVAL
174,data/dr/00093-0147-01_PART_1_OF_1_CHAL10_SB_212990BC.jpg,000930147,00093014701,RED,ROUND
175,data/dr/00093-0147-01_PART_1_OF_1_CHAL10_SF_212990BC.jpg,000930147,00093014701,RED,ROUND
176,data/dr/00093-0148-01_PART_1_OF_1_CHAL10_SB_4629A34D.jpg,000930148,00093014801,ORANGE,OVAL
177,data/dr/00093-0148-01_PART_1_OF_1_CHAL10_SF_4629A34D.jpg,000930148,00093014801,ORANGE,OVAL
178,data/dr/00093-0149-01_PART_1_OF_1_CHAL10_SB_2629932C.jpg,000930149,00093014901,RED,OVAL
179,data/dr/00093-0149-01_PART_1_OF_1_CHAL10_SB_BA23DD0E.jpg,000930149,00093014901,RED,OVAL
180,data/dr/00093-0149-01_PART_1_OF_1_CHAL10_SF_2629932C.jpg,000930149,00093014901,RED,OVAL
181,data/dr/00093-0149-01_PART_1_OF_1_CHAL10_SF_BA23DD0E.jpg,000930149,00093014901,RED,OVAL
182,data/dr/00093-0154-01_PART_1_OF_1_CHAL10_SB_6F29B7BD.jpg,000930154,00093015401,WHITE,OVAL
183,data/dr/00093-0154-01_PART_1_OF_1_CHAL10_SF_6F29B7BD.jpg,000930154,00093015401,WHITE,OVAL
184,data/dr/00093-0155-06_PART_1_OF_1_CHAL10_SB_BA295D5A.jpg,000930155,00093015506,WHITE,OVAL
185,data/dr/00093-0155-06_PART_1_OF_1_CHAL10_SF_BA295D5A.jpg,000930155,00093015506,WHITE,OVAL
186,data/dr/00093-0173-56_PART_1_OF_1_CHAL10_SB_A429524A.jpg,000930173,00093017356,WHITE,ROUND
187,data/dr/00093-0173-56_PART_1_OF_1_CHAL10_SF_A429524A.jpg,000930173,00093017356,WHITE,ROUND
188,data/dr/00093-0174-56_PART_1_OF_1_CHAL10_SB_96294B5A.jpg,000930174,00093017456,YELLOW,ROUND
189,data/dr/00093-0174-56_PART_1_OF_1_CHAL10_SF_96294B5A.jpg,000930174,00093017456,YELLOW,ROUND
190,data/dr/00093-0199-01_PART_1_OF_1_CHAL10_SB_B6295B4A.jpg,000930199,00093019901,ORANGE,ROUND
191,data/dr/00093-0199-01_PART_1_OF_1_CHAL10_SB_CD266683.jpg,000930199,00093019901,ORANGE,ROUND
192,data/dr/00093-0199-01_PART_1_OF_1_CHAL10_SF_B6295B4A.jpg,000930199,00093019901,ORANGE,ROUND
193,data/dr/00093-0199-01_PART_1_OF_1_CHAL10_SF_CD266683.jpg,000930199,00093019901,ORANGE,ROUND
194,data/dr/00093-0220-56_PART_1_OF_1_CHAL10_SB_37299BCC.jpg,000930220,00093022056,WHITE,ROUND
195,data/dr/00093-0220-56_PART_1_OF_1_CHAL10_SF_37299BCC.jpg,000930220,00093022056,WHITE,ROUND
196,data/dr/00093-0221-06_PART_1_OF_1_CHAL10_SB_9F294FDA.jpg,000930221,00093022106,YELLOW,ROUND
197,data/dr/00093-0221-06_PART_1_OF_1_CHAL10_SF_9F294FDA.jpg,000930221,00093022106,YELLOW,ROUND
198,data/dr/00093-0225-06_PART_1_OF_1_CHAL10_SB_8D2946DA.jpg,000930225,00093022506,RED,ROUND
199,data/dr/00093-0225-06_PART_1_OF_1_CHAL10_SF_8D2946DA.jpg,000930225,00093022506,RED,ROUND
200,data/dr/00093-0233-56_PART_1_OF_1_CHAL10_SB_1E2B0F08.jpg,000930233,00093023356,WHITE,ROUND
201,data/dr/00093-0233-56_PART_1_OF_1_CHAL10_SF_1E2B0F08.jpg,000930233,00093023356,WHITE,ROUND
202,data/dr/00093-0308-01_PART_1_OF_1_CHAL10_SB_342B1A18.jpg,000930308,00093030801,WHITE,ROUND
203,data/dr/00093-0308-01_PART_1_OF_1_CHAL10_SF_342B1A18.jpg,000930308,00093030801,WHITE,ROUND
204,data/dr/00093-0311-01_PART_1_OF_1_CHAL10_SB_26211358.jpg,000930311,00093031101,BROWN,CAPSULE
205,data/dr/00093-0311-01_PART_1_OF_1_CHAL10_SF_26211358.jpg,000930311,00093031101,BROWN,CAPSULE
206,data/dr/00093-0314-01_PART_1_OF_1_CHAL10_SB_222B1118.jpg,000930314,00093031401,WHITE,ROUND
207,data/dr/00093-0314-01_PART_1_OF_1_CHAL10_SF_222B1118.jpg,000930314,00093031401,WHITE,ROUND
208,data/dr/00093-0318-01_PART_1_OF_1_CHAL10_SB_462B2319.jpg,000930318,00093031801,ORANGE,ROUND
209,data/dr/00093-0318-01_PART_1_OF_1_CHAL10_SF_462B2319.jpg,000930318,00093031801,ORANGE,ROUND
210,data/dr/00093-0319-01_PART_1_OF_1_CHAL10_SB_792B3CF9.jpg,000930319,00093031901,ORANGE,ROUND
211,data/dr/00093-0319-01_PART_1_OF_1_CHAL10_SF_792B3CF9.jpg,000930319,00093031901,ORANGE,ROUND
212,data/dr/00093-0320-01_PART_1_OF_1_CHAL10_SB_702B3819.jpg,000930320,00093032001,ORANGE,OVAL
213,data/dr/00093-0320-01_PART_1_OF_1_CHAL10_SF_702B3819.jpg,000930320,00093032001,ORANGE,OVAL
214,data/dr/00093-0321-01_PART_1_OF_1_CHAL10_SB_902B486A.jpg,000930321,00093032101,ORANGE,OVAL
215,data/dr/00093-0321-01_PART_1_OF_1_CHAL10_SF_902B486A.jpg,000930321,00093032101,ORANGE,OVAL
216,data/dr/00093-0463-01_PART_1_OF_1_CHAL10_SB_5429AA3D.jpg,000930463,00093046301,ORANGE,DIAMOND
217,data/dr/00093-0463-01_PART_1_OF_1_CHAL10_SF_5429AA3D.jpg,000930463,00093046301,ORANGE,DIAMOND
